	abv	attenuation_level	boil_volume	brewers_tips	contributed_by	description	ebc	first_brewed	food_pairing	ibu	id	image_url	ingredients	method	name	ph	srm	tagline	target_fg	target_og	volume
52	12.0	72.0	{'value': 25, 'unit': 'litres'}	Donâ€™t be too quick to rack the beer off the yeast once your final gravity is reached. The stressed yeast will be absorbing a number of undesirable fermentation by-products such as acetaldehyde and diacetyl. Give them a minimum of 10 days at fermentation temperature to do this before cooling it down.	John Jenkman <johnjenkman>	A collaboration with Omnipollo, known for their uncanny ability to repilcate dessert flavours in indulgent beers. This caramel and pecan flavoured imperial stout has been barrel aged for almost a year in whisky casks, to add an extra level of depth to the pecan mud pie concept.	600.0	2017	['Pecan muffins with chocolate ganache', 'Salted caramels', 'Hazelnut truffles']	55.0	293		{'malt': [{'name': 'Extra Pale', 'amount': {'value': 5.76, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 1.2, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 1.08, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.72, 'unit': 'kilograms'}}, {'name': 'Extra Dark Crystal', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Dextrin Malt', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Double Roasted Crystal', 'amount': {'value': 0.24, 'unit': 'kilograms'}}, {'name': 'Amber', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 40, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'American Oak Chips Medium Toast soaked in Speyside Whisky', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Wood Ageing', 'attribute': 'Flavour'}, {'name': 'American Oak Chips Heavy Toast soaked in Speyside Whisky', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Wood Ageing', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	I Wanna Be Your Dog	4.1	305.0	Omnipollo X BrewDog - Barrel Aged Imperial Stout.	1035.0	1125.0	{'value': 20, 'unit': 'litres'}
53	7.2	86.0	{'value': 25, 'unit': 'litres'}	Pectin powder can easily be sourced and is an easy alternative for a homebrewer to produce murky beer if you donâ€™t have access to a low flocculating yeast.	John Jenkman <johnjenkman>	Our first single-hop Vermont IPA; all the flavour in this beer comes from a combination of Citra's naturally complex flavour profile, the yeast-produced esters, and the biotransformation of the hop oils by its contact with the yeast.	20.0	2017	['Steak', 'Chicken korma', 'Lobster salad']	20.0	294	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Pale Ale', 'amount': {'value': 4.92, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.6000000000000001, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.36, 'unit': 'kilograms'}}], 'hops': [{'name': 'Citra', 'amount': {'value': 2, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Citra', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 200, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 20}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	Opaque Jake	4.4	10.0	Vermont IPA.	1009.0	1065.0	{'value': 20, 'unit': 'litres'}
54	9.0	77.0	{'value': 25, 'unit': 'litres'}	"Add virgin white oak chips soaked in a Reposado Tequila to give it a ""South of the Wall"" kick."	John Jenkman <johnjenkman>	This one-off brew showcases the flavours of a Mexican spiced hot chocolate, infused with an imperial stout.	190.0	2017	['Habanero pulled pork', 'Gouda cheese', 'Dark chocolate and coffee torte']	25.0	295		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 5.169, 'unit': 'kilograms'}}, {'name': 'Medium Crystal', 'amount': {'value': 0.738, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.738, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.738, 'unit': 'kilograms'}}, {'name': 'Brown', 'amount': {'value': 0.554, 'unit': 'kilograms'}}, {'name': 'Chocolate Wheat', 'amount': {'value': 0.369, 'unit': 'kilograms'}}, {'name': 'Carafa Special Malt Type 1', 'amount': {'value': 0.369, 'unit': 'kilograms'}}], 'hops': [{'name': 'Galena', 'amount': {'value': 12, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Cinnamon Powder', 'amount': {'value': 1, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Cocoa Nibs', 'amount': {'value': 15.4, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Flavour'}, {'name': 'Vanilla Extract', 'amount': {'value': 108, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}, {'name': 'Ground Coffee', 'amount': {'value': 31, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}, {'name': 'Habenero Powder', 'amount': {'value': 1, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 64, 'unit': 'celsius'}, 'duration': 30}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	Choco Libre	4.2	96.0	Mexican Hot Chocolate Imperial Stout.	1020.0	1086.0	{'value': 20, 'unit': 'litres'}
55	6.5	83.0	{'value': 25, 'unit': 'litres'}	Adding the orange and grapefruit peels to the mash gently extracts the essential oils from the peel but leaves the bitter pith behind in the spent grain.	John Jenkman <johnjenkman>	Off-Duty Alien is a citrus IPA, brewed with blood orange and grapefruit to enhance the citurs characteristics of the hops.	20.0	2018	['Roasted halibut with grapefruit salsa', 'Butternut squash bisque', '+80% Dark chocolate']	50.0	296	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Pale Ale', 'amount': {'value': 4.32, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.84, 'unit': 'kilograms'}}, {'name': 'Bitter Orange', 'amount': {'value': 10, 'unit': 'grams'}}, {'name': 'Sweet Orange Peel', 'amount': {'value': 10, 'unit': 'grams'}}, {'name': 'Grapefruit Peel', 'amount': {'value': 10, 'unit': 'grams'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 2, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Simcoe', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Mosaic', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '10', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 40, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 20}], 'fermentation': {'temp': {'value': 19, 'unit': 'celsius'}}, 'twist': None}	Off-Duty Alien	4.4	10.0	Citrus IPA	1010.0	1060.0	{'value': 20, 'unit': 'litres'}
56	7.8	77.0	{'value': 25, 'unit': 'litres'}	If you use mango pulp, extend the time that you whirlpool to let it settle out. Trying to clean mango pulp out of your heat exchanger or cooling coil is not a fun ending to a brewday.	John Jenkman <johnjenkman>	A Vermont IPA with fruit and milk sugars added - recreating fruity milkshake character in an IPA.	20.0	2018	['Thai sweet potato and carrot soup', 'Carrot cake', 'Peaches and cream']	15.0	297	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Pale Ale', 'amount': {'value': 4.8, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.6000000000000001, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.6000000000000001, 'unit': 'kilograms'}}], 'hops': [{'name': 'Mosaic', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 10, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Peach Concentrate', 'amount': {'value': 150, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Aroma'}, {'name': 'Mango Concentrate', 'amount': {'value': 150, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Aroma'}, {'name': 'Milk Sugars', 'amount': {'value': 400, 'unit': 'grams'}, 'add': 'Kettle', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 64, 'unit': 'celsius'}, 'duration': 36}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	East Of Vermont	4.4	10.0	Mango & Peach Milkshake Vermont IPA.	1018.0	1077.0	{'value': 20, 'unit': 'litres'}
57	14.1	84.0	{'value': 25, 'unit': 'litres'}	The lactose kettle addition is unfermentable by yeast. Target a pre-boil OG of between 90 and 100, then use the lactose to increase it to the target OG.	John Jenkman <johnjenkman>	An exclusive barrel-aged blend, brought together to reward investors on Equity for Punks USA; two imperial stouts aged in grain whisky barrels for over a year.	90.0	2018	['Mole Mexican chilli beef', 'BBQ pit beans', 'Chocolate ganache']	70.0	298		{'malt': [{'name': 'Extra Pale', 'amount': {'value': 7.44, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 1.44, 'unit': 'kilograms'}}, {'name': 'Chocolate', 'amount': {'value': 0.72, 'unit': 'kilograms'}}, {'name': 'Roasted Barley', 'amount': {'value': 0.72, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Smoked Malt', 'amount': {'value': 0.48, 'unit': 'kilograms'}}, {'name': 'Dark Crystal', 'amount': {'value': 0.48, 'unit': 'kilograms'}}], 'hops': [{'name': 'Nelson Sauvin', 'amount': {'value': 40, 'unit': 'grams'}, 'add': '60', 'attribute': 'Bittering'}, {'name': 'Columbus', 'amount': {'value': 40, 'unit': 'grams'}, 'add': '60', 'attribute': 'Bittering'}, {'name': 'Sorachi Ace', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Nelson Sauvin', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Sorachi Ace', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Aroma'}, {'name': 'Centennial', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Aroma'}, {'name': 'Nelson Sauvin', 'amount': {'value': 20, 'unit': 'grams'}, 'add': 'Flame Out', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1272 - American Ale IIâ„¢'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 90}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	Declassified Demi-God	4.1	46.0	Barrel-Aged Imperial Milk Stout.	1020.0	1127.0	{'value': 20, 'unit': 'litres'}
58	0.5	44.0	{'value': 25, 'unit': 'litres'}	If you donâ€™t need it to be low ABV, try tripling the amount of malt to get more body. Experiment with different sources for lactic acid bacteria, like unpasteurised yogurt or sour dough.	John Jenkman <johnjenkman>	A draft-only kettle-soured raspberry ale, brewed to just 0.5% ABV, using our knowledge from brewing both Blitz and Nanny State. Aromas of fresh raspberry juice, soft red berries, and a blast of lemon zest, with a juicy palate encompassing zingy acidity and the smooth velvety note of oats, rounding out this low-ABV juicebox.	8.0	2018	"[""Walnut and goat's cheese salad with pomegranate dressing"", 'Cranachan pudding', 'Panna cotta']"	8.0	299	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Maris Otter', 'amount': {'value': 0.227, 'unit': 'kilograms'}}, {'name': 'Torrified Wheat', 'amount': {'value': 0.227, 'unit': 'kilograms'}}, {'name': 'Carapils', 'amount': {'value': 0.113, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.113, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 2, 'unit': 'grams'}, 'add': '45', 'attribute': 'Bittering'}, {'name': 'Raspberry Juice', 'amount': {'value': 800, 'unit': 'grams'}, 'add': 'Kettle', 'attribute': 'Flavour'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 60, 'unit': 'celsius'}, 'duration': 80}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	Raspberry Popsicle Parade	3.5	4.0	Raspberry Berliner Weisse.	1005.0	1009.0	{'value': 20, 'unit': 'litres'}
59	4.2	82.0	{'value': 25, 'unit': 'litres'}	This beer is charactised by the subtle aromas derived from yeast. Ensure you have fresh healthy yeast and good temperature control to replicate these flavours.	John Jenkman <johnjenkman>	A non-dry-hopped pale ale, using new hopping technqiues and in- depth fermentation know-how.	16.6	2018	['Tempura seafood', 'Ham and cheese toastie', 'Lemon custard tart']	30.0	300		{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.12, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.30000000000000004, 'unit': 'kilograms'}}, {'name': 'Caramalt', 'amount': {'value': 0.30000000000000004, 'unit': 'kilograms'}}, {'name': 'Munich', 'amount': {'value': 0.30000000000000004, 'unit': 'kilograms'}}], 'hops': [{'name': 'Simcoe', 'amount': {'value': 11, 'unit': 'grams'}, 'add': '65', 'attribute': 'Bittering'}, {'name': 'Cascade', 'amount': {'value': 3, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Simcoe', 'amount': {'value': 5, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Mosaic', 'amount': {'value': 28, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 64, 'unit': 'celsius'}, 'duration': 75}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	Indie Pale Ale	4.6	8.0	True Independent Craft.	1008.0	1044.0	{'value': 20, 'unit': 'litres'}
60	4.7	86.0	{'value': 25, 'unit': 'litres'}	"Before dry hopping, if you aren't happy with the ""green"" beer, drink it (or dump it) and make a new one to avoid wasting your premium hops on something flawed."	John Jenkman <johnjenkman>	A BrewDog bar exclusive draft lager, brewed with Weihenstephan's lager yeast, and dry-hopped with the contemporary German variety Saphir; this lager has been lightly centrifuged and packaged at just under 28 days in tank.	5.0	2018	['Grilled salmon tacos', 'Chicken and pesto pasta', 'Ham and mustard crisps']	37.0	301	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Pilsner', 'amount': {'value': 3.36, 'unit': 'kilograms'}}, {'name': 'Carapils', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Magnum', 'amount': {'value': 12, 'unit': 'grams'}, 'add': '70', 'attribute': 'Bittering'}, {'name': 'Spalter', 'amount': {'value': 15, 'unit': 'grams'}, 'add': '30', 'attribute': 'Flavour'}, {'name': 'Spalter', 'amount': {'value': 15, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Saphire', 'amount': {'value': 30, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Saphire', 'amount': {'value': 30, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}], 'yeast': 'Saflager W-34/70'}	{'mash_temp': [{'temp': {'value': 65, 'unit': 'celsius'}, 'duration': 50}], 'fermentation': {'temp': {'value': 11, 'unit': 'celsius'}}, 'twist': None}	Small Batch: Dry-hopped Pilsner	4.4	3.0	Dry-hopped lager.	1006.0	1042.0	{'value': 20, 'unit': 'litres'}
61	7.2	86.0	{'value': 25, 'unit': 'litres'}	Avoid any oxygen uptake! It will oxidise the delicate hop flavours during the ageing period. Purge your barrel/ageing vessel with CO2 and seal it airtight.	John Jenkman <johnjenkman>	A draft-only BrewDog bar exclusive; we have experimented with ageing our Vermount IPA for a short time in bourbon and rye barrels, both known for imparting flavour quickly compared to other types of barrel.	15.0	2018	"['Coconut vanilla prawns', ""Italian style goat's cheese pizza"", 'Vanilla panna cotta with pomegranate']"	30.0	302	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.96, 'unit': 'kilograms'}}, {'name': 'Maris Otter', 'amount': {'value': 0.96, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.6000000000000001, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 1, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Mosaic', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'American Oak Wood- chip medium toast, Ageing soaked in Bourbon', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Wood Ageing'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 25}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	Hazy Jane Bourbon Barrel Aged	4.2	8.0	Bourbon Barrel Vermont IPA.	1009.0	1065.0	{'value': 20, 'unit': 'litres'}
62	7.2	86.0	{'value': 25, 'unit': 'litres'}	Avoid any oxygen uptake! It will oxidise the delicate hop flavours during the ageing period. Purge your barrel/ageing vessel with CO2 and seal it airtight.	John Jenkman <johnjenkman>	A draft-only BrewDog bar exclusive; we have experimented with ageing our Vermount IPA for a short time in bourbon and rye barrels, both known for imparting flavour quickly compared to other types of barrel.	15.0	2018	['Chickpea curry', 'Pork fajitas (with the works!)', 'Orange and carrot cake with orange cream cheese icing']	30.0	303	https://images.punkapi.com/v2/keg.png	{'malt': [{'name': 'Pale Ale', 'amount': {'value': 3.96, 'unit': 'kilograms'}}, {'name': 'Maris Otter', 'amount': {'value': 0.96, 'unit': 'kilograms'}}, {'name': 'Wheat', 'amount': {'value': 0.6000000000000001, 'unit': 'kilograms'}}, {'name': 'Flaked Oats', 'amount': {'value': 0.24, 'unit': 'kilograms'}}], 'hops': [{'name': 'Chinook', 'amount': {'value': 1, 'unit': 'grams'}, 'add': '10', 'attribute': 'Flavour'}, {'name': 'Chinook', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 20, 'unit': 'grams'}, 'add': '0', 'attribute': 'Aroma'}, {'name': 'Citra', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Simcoe', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Amarillo', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'Mosaic', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Aroma'}, {'name': 'American Oak Wood- chip medium toast, Ageing soaked in Rye Whisky', 'amount': {'value': 50, 'unit': 'grams'}, 'add': 'Dry Hop', 'attribute': 'Wood Ageing'}], 'yeast': 'Wyeast 1056 - American Aleâ„¢'}	{'mash_temp': [{'temp': {'value': 66, 'unit': 'celsius'}, 'duration': 25}], 'fermentation': {'temp': {'value': 21, 'unit': 'celsius'}}, 'twist': None}	Hazy Jane Rye Barrel Aged	4.2	8.0	Bourbon Barrel Vermont IPA.	1009.0	1065.0	{'value': 20, 'unit': 'litres'}
